,log_id,result,result_num
0,5324109599872832144,"[{u'score': 0.716900885105, u'name': u'非果蔬食材'}, {u'score': 0.173469021916, u'name': u'水芹'}, {u'score': 0.0398428142071, u'name': u'小香菜'}]",3
1,4438597841780136082,"[{u'score': 0.739382266998, u'name': u'非果蔬食材'}, {u'score': 0.116865046322, u'name': u'小香菜'}, {u'score': 0.0449858903885, u'name': u'水芹'}]",3
2,8526791432802579820,"[{u'score': 0.740338861942, u'name': u'非果蔬食材'}, {u'score': 0.11340046674, u'name': u'小香菜'}, {u'score': 0.0387758538127, u'name': u'水芹'}]",3
3,3071223082266683871,"[{u'score': 0.703181743622, u'name': u'非果蔬食材'}, {u'score': 0.0858068466187, u'name': u'样芹菜'}, {u'score': 0.0854845494032, u'name': u'小香菜'}]",3
4,494783041411217353,"[{u'score': 0.747538924217, u'name': u'非果蔬食材'}, {u'score': 0.0672833770514, u'name': u'样芹菜'}, {u'score': 0.0506343692541, u'name': u'水芹'}]",3
5,792137280339841959,"[{u'score': 0.571326732636, u'name': u'非果蔬食材'}, {u'score': 0.156556516886, u'name': u'样芹菜'}, {u'score': 0.0958222746849, u'name': u'芹菜'}]",3
6,1113560033217103590,"[{u'score': 0.481365144253, u'name': u'非果蔬食材'}, {u'score': 0.142384931445, u'name': u'样芹菜'}, {u'score': 0.0886604264379, u'name': u'小香菜'}]",3
7,7342939667886245335,"[{u'score': 0.453179478645, u'name': u'非果蔬食材'}, {u'score': 0.180051714182, u'name': u'样芹菜'}, {u'score': 0.0773123502731, u'name': u'水芹'}]",3
8,7738405904807849008,"[{u'score': 0.733594477177, u'name': u'非果蔬食材'}, {u'score': 0.0939420983195, u'name': u'样芹菜'}, {u'score': 0.0346449315548, u'name': u'小香菜'}]",3
9,1318688398521721832,"[{u'score': 0.573267638683, u'name': u'非果蔬食材'}, {u'score': 0.157578393817, u'name': u'样芹菜'}, {u'score': 0.0630373433232, u'name': u'芹菜'}]",3
10,2123627214480411136,"[{u'score': 0.411890000105, u'name': u'非果蔬食材'}, {u'score': 0.210767447948, u'name': u'样芹菜'}, {u'score': 0.161345973611, u'name': u'芹菜'}]",3
11,4947774704754596432,"[{u'score': 0.341699749231, u'name': u'非果蔬食材'}, {u'score': 0.16646873951, u'name': u'小香菜'}, {u'score': 0.150144502521, u'name': u'样芹菜'}]",3
12,2748699492627382080,"[{u'score': 0.369740456343, u'name': u'非果蔬食材'}, {u'score': 0.152769491076, u'name': u'样芹菜'}, {u'score': 0.141552895308, u'name': u'小香菜'}]",3
13,6828487849284127151,"[{u'score': 0.738125443459, u'name': u'非果蔬食材'}, {u'score': 0.0697956234217, u'name': u'水芹'}, {u'score': 0.0690116286278, u'name': u'小香菜'}]",3
14,4037455525431031840,"[{u'score': 0.269419580698, u'name': u'非果蔬食材'}, {u'score': 0.240546479821, u'name': u'水芹'}, {u'score': 0.193212658167, u'name': u'样芹菜'}]",3
15,5235121651685004455,"[{u'score': 0.528392791748, u'name': u'非果蔬食材'}, {u'score': 0.158794432878, u'name': u'小香菜'}, {u'score': 0.106323517859, u'name': u'水芹'}]",3
16,6666562389672395189,"[{u'score': 0.313094973564, u'name': u'非果蔬食材'}, {u'score': 0.165453791618, u'name': u'水芹'}, {u'score': 0.146200850606, u'name': u'样芹菜'}]",3
17,5608073141738429348,"[{u'score': 0.350712656975, u'name': u'非果蔬食材'}, {u'score': 0.168830275536, u'name': u'样芹菜'}, {u'score': 0.155292585492, u'name': u'水芹'}]",3
18,8728704212843467466,"[{u'score': 0.263594835997, u'name': u'非果蔬食材'}, {u'score': 0.165718451142, u'name': u'小香菜'}, {u'score': 0.164531588554, u'name': u'样芹菜'}]",3
19,2909296899941819442,"[{u'score': 0.468215465546, u'name': u'非果蔬食材'}, {u'score': 0.102666787803, u'name': u'样芹菜'}, {u'score': 0.100978173316, u'name': u'茼蒿'}]",3
20,9014294715623981405,"[{u'score': 0.756412267685, u'name': u'非果蔬食材'}, {u'score': 0.0568525604904, u'name': u'样芹菜'}, {u'score': 0.0325806513429, u'name': u'茼蒿'}]",3
21,3763616875395807475,"[{u'score': 0.43932813406, u'name': u'非果蔬食材'}, {u'score': 0.0995660275221, u'name': u'样芹菜'}, {u'score': 0.0903914794326, u'name': u'茼蒿'}]",3
22,8262182291636729450,"[{u'score': 0.281192272902, u'name': u'小香菜'}, {u'score': 0.143644571304, u'name': u'非果蔬食材'}, {u'score': 0.112751141191, u'name': u'茼蒿'}]",3
23,5693474779878573873,"[{u'score': 0.468064755201, u'name': u'小香菜'}, {u'score': 0.263031452894, u'name': u'非果蔬食材'}, {u'score': 0.122151136398, u'name': u'水芹'}]",3
24,5423986912990686427,"[{u'score': 0.431530505419, u'name': u'非果蔬食材'}, {u'score': 0.232666954398, u'name': u'小香菜'}, {u'score': 0.0650030300021, u'name': u'水芹'}]",3
25,800158713831695407,"[{u'score': 0.472200602293, u'name': u'小香菜'}, {u'score': 0.244427219033, u'name': u'非果蔬食材'}, {u'score': 0.0733804255724, u'name': u'水芹'}]",3
26,7732787960261411995,"[{u'score': 0.507843375206, u'name': u'非果蔬食材'}, {u'score': 0.193769305944, u'name': u'小香菜'}, {u'score': 0.0721551775932, u'name': u'样芹菜'}]",3
27,7578296241355635953,"[{u'score': 0.432323396206, u'name': u'非果蔬食材'}, {u'score': 0.409284353256, u'name': u'小香菜'}, {u'score': 0.0577779561281, u'name': u'水芹'}]",3
28,1947950232915704538,"[{u'score': 0.729903757572, u'name': u'非果蔬食材'}, {u'score': 0.218635797501, u'name': u'小香菜'}, {u'score': 0.0138399945572, u'name': u'水芹'}]",3
29,394360975176157293,"[{u'score': 0.645592212677, u'name': u'小香菜'}, {u'score': 0.262859523296, u'name': u'非果蔬食材'}, {u'score': 0.0208858698606, u'name': u'样芹菜'}]",3
30,208336256982789764,"[{u'score': 0.806324005127, u'name': u'小香菜'}, {u'score': 0.0425968505442, u'name': u'非果蔬食材'}, {u'score': 0.0385908782482, u'name': u'样芹菜'}]",3
31,2127754306748598429,"[{u'score': 0.519824326038, u'name': u'非果蔬食材'}, {u'score': 0.405268758535, u'name': u'小香菜'}, {u'score': 0.0184466037899, u'name': u'样芹菜'}]",3
32,5538990713049567289,"[{u'score': 0.744667291641, u'name': u'小香菜'}, {u'score': 0.143887385726, u'name': u'非果蔬食材'}, {u'score': 0.0275803338736, u'name': u'样芹菜'}]",3
33,3059698125602785018,"[{u'score': 0.749862551689, u'name': u'小香菜'}, {u'score': 0.0937952771783, u'name': u'非果蔬食材'}, {u'score': 0.0465772747993, u'name': u'水芹'}]",3
34,6850652809347766064,"[{u'score': 0.716615080833, u'name': u'小香菜'}, {u'score': 0.110373958945, u'name': u'非果蔬食材'}, {u'score': 0.056379687041, u'name': u'水芹'}]",3
35,8422342984901691321,"[{u'score': 0.664358794689, u'name': u'小香菜'}, {u'score': 0.208083480597, u'name': u'非果蔬食材'}, {u'score': 0.0424270741642, u'name': u'样芹菜'}]",3
36,5671786791326613635,"[{u'score': 0.439432293177, u'name': u'小香菜'}, {u'score': 0.167468518019, u'name': u'芹菜'}, {u'score': 0.154647797346, u'name': u'样芹菜'}]",3
37,6108567402455180203,"[{u'score': 0.371304810047, u'name': u'芹菜'}, {u'score': 0.203997969627, u'name': u'样芹菜'}, {u'score': 0.154630601406, u'name': u'小香菜'}]",3
38,4668649496891804437,"[{u'score': 0.301352471113, u'name': u'非果蔬食材'}, {u'score': 0.217547610402, u'name': u'芹菜'}, {u'score': 0.184534326196, u'name': u'样芹菜'}]",3
39,8227169436216023497,"[{u'score': 0.381785571575, u'name': u'非果蔬食材'}, {u'score': 0.349653542042, u'name': u'小香菜'}, {u'score': 0.101817294955, u'name': u'芹菜'}]",3
